Name,COORD
000000017954.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000047189.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000030413.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000021378.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000038548.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000021764.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000044781.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000000109.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000036598.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000004980.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000001569.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000022154.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000021776.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000008422.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000029104.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000037830.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000000927.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000007988.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000016737.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000027005.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000014402.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000047242.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000017413.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000009774.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000043033.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000009018.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
000000043163.jpg,"[(149, 195), (159, 179), (164, 180), (170, 181), (140, 176), (133, 175), (127, 174), (170, 188), (114, 180), (157, 213), (135, 209), (148, 277), (102, 275), (201, 398), (210, 406), (239, 372), (271, 293), (266, 396), (280, 268), (270, 380), (268, 255), (260, 381), (265, 263), (182, 476), (172, 487), (293, 535), (312, 535), (300, 616), (360, 646), (290, 633), (347, 670), (351, 632), (437, 662)]"
